Country Name,comp_qual_log,ship_freq,track_trace_log,infra_qual,log_perf_ind,customs_eff,comp_priced_ship,rule_of_law,political_stability,corr_control,voice_account,govt_eff,reg_qual,legal_rights_ind,food_imp,credit_bureau_covg,fem_sec_educ,fem_prim_educ,prim_compl_fem,enroll_sec_fem_gross,fem_prim_teachers,pupil_teach_ratio_prim,emp_to_pop_ratio_15_plus,external_bal_goods,consump_exp,account_balance,export_good_services,external_health_exp,out_of_pocket_health_exp,dom_govt_health_exp,crop_prod_ind,food_prod_ind,repeaters_female_prim,export_val_ind,goods_exports,goods_imports,mmr,gdp,women_hiv,skilled_health_staff
Namibia,NA,NA,NA,NA,NA,NA,NA,0.329466938972473,0.684950053691864,0.307371318340302,0.466437667608261,0.113843135535717,-0.000688285275828093,5,11.2812687041413,60.8,NA,49.21554,102.177391052246,NA,68.4972076416016,25.09173,45.11,-9.9487363585584,95.032094896368,-3.55152143955884,35.8825652135406,4.66934395,8.06900978,10.65234089,111.27,102.38,12.84377,184.1201198737,4189938416.54528,5745325850.64697,218,13682019171.6627,63.6,NA
Nauru,NA,NA,NA,NA,NA,NA,NA,-0.0620704852044582,0.944292485713959,0.509996652603149,0.479215204715729,0.273034930229187,-0.135701671242714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.3609467455621,NA,6.41732212203982,54.4378698224852,8.93826199,0.74564779,10.80152702,103.09,100.11,NA,82.1058526956,11860461.9625575,60576610.9812595,NA,130995580.092154,NA,NA
Nepal,2.46,3.1,2.65,2.19,2.51,2.29,2.36,-0.491404861211777,-0.542416572570801,-0.688618004322052,-0.129691317677498,-0.954992532730103,-0.775707900524139,10,15.1995572665085,2.7,NA,NA,NA,NA,NA,NA,NA,-32.8161049022142,85.2083998611598,-8.30080511636277,7.81564102171194,13.53797245,57.72503281,3.81159782,105.88,108.08,NA,109.0923849924,932254409.391595,12862981205.4652,201,33111525182.7133,47.2,NA
Netherlands,4.09,4.25,4.02,4.21,4.02,3.92,3.68,1.74473142623901,0.838097333908081,1.88895213603973,1.49929475784302,1.80971109867096,2.01364374160767,2,12.2346607329315,95.8,NA,NA,NA,114.827590942383,87.353759765625,NA,56.76,10.543717142536,68.4986957145275,9.31488167687975,84.6834636757465,0.02578882,10.79132938,15.59073544,93.37,96.11,NA,127.3920929224,572563873251.804,487951545689.423,4,914043438179.591,18.4,NA
New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.17,NA,NA,NA,NA,NA,NA,NA,116.05,97.37,NA,158.2575172411,NA,NA,NA,9896402295.48329,NA,NA
New Zealand,4.02,4.26,3.92,3.99,3.88,3.71,3.43,1.83372128009796,1.51216089725494,2.1350314617157,1.60416686534882,1.6288366317749,2.00085973739624,12,11.3255667552239,100,NA,NA,NA,116.203987121582,84.229736328125,NA,62.78,-0.0457171220418573,76.0821079511872,-4.04744721289636,27.8786275719963,NA,12.91324902,18.95952034,102.85,102.03,NA,115.4774774842,39917330736.6666,43439684500.7663,8,211886686924.483,16.6,96.4
Nicaragua,NA,NA,NA,NA,NA,NA,NA,-1.07868373394012,-0.950931131839752,-1.02382683753967,-1.09969997406006,-0.81227046251297,-0.731356859207153,2,14.3596052375067,59.5,NA,NA,NA,NA,NA,NA,NA,-9.43017939652886,85.3555691271543,-1.79727608460573,42.2772872266654,4.16103935,33.15946198,18.74295044,117,114.25,NA,103.6068893606,4197400000,5801500000,74,13025266513.3167,34.1,NA
Niger,2.1,2.33,2.22,2,2.07,1.77,2,-0.605169057846069,-1.35823786258698,-0.592441618442535,-0.598497688770294,-0.827720761299133,-0.682929277420044,6,28.1596851638894,0.5,42.54018,NA,NA,NA,52.6886596679688,NA,NA,-14.4635735012585,85.4801312122894,-12.686912004194,11.8352698611252,11.80958366,48.96118927,8.3492775,121.88,119.81,NA,110.5666472505,1203027402.36562,2282333572.9888,432,12808661487.4035,57.8,NA
Nigeria,2.4,3.07,2.68,2.56,2.53,1.97,2.52,-0.917747616767883,-2.09741425514221,-1.08356761932373,-0.424289911985397,-1.11822462081909,-0.878198742866516,9,10.9317925954323,11,NA,NA,NA,41.0835418701172,53.7836418151855,NA,NA,-2.01405512986582,82.2002803355254,1.72693320593322,15.4968891804996,7.16919279,75.94579315,3.8811214,112.62,111.74,NA,120.5717522759,61221023098.3089,40753698152.9092,1135,421739210176.152,63.1,43.3
North Macedonia,2.74,3.03,2.64,2.47,2.7,2.45,2.84,-0.307711988687515,-0.21198371052742,-0.392472922801971,-0.0259811878204346,0.0558764338493347,0.515392661094666,9,10.0149828427261,100,NA,NA,92.5875091552734,76.5818786621094,84.3368606567383,NA,33.67,-12.464933013355,80.1361219468646,0.143273399696415,60.3751373173263,0.00153969,41.23317337,12.41411114,101.34,101.51,NA,152.3644440339,5752885868.48835,7807389347.82024,3,12683068033.1043,9.6,99.9
Northern Mariana Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.22521137586472,NA,NA,50.7302075326672,NA,NA,NA,NA,NA,NA,267.999999939,NA,NA,NA,1301000000,NA,NA
Norway,3.69,3.94,3.94,3.69,3.7,3.52,3.43,1.92218768596649,1.12063598632813,2.05011701583862,1.70854437351227,1.84516203403473,1.78418827056885,5,9.21545451153842,100,NA,NA,99.4349670410156,115.596313476562,74.4640808105469,NA,59.57,6.43885878720488,65.834242255383,7.94959431636821,38.2210272883516,0,13.96863365,17.59609985,71.74,96.64,NA,117.2024594492,121921985552.602,88105673271.8501,2,439788625883.8,31.6,99.2
Oman,3.05,3.8,2.97,3.16,3.2,2.87,3.3,0.436154454946518,0.642036437988281,0.215245455503464,-1.03981590270996,0.126958504319191,0.160653665661812,1,14.8275810162406,0,48.70516,50.21005,97.4994506835938,103.182197570801,70.9342727661133,9.67394,33.03,11.9633924511141,56.3619827194179,-4.3733695021117,50.6213051386994,0,6.4967432,7.25043583,134.25,134.13,0,130.8034236936,41730065399.2198,23645752555.6957,16,91505851755.5267,30.4,98.6
Pakistan,2.59,2.66,2.27,2.2,2.42,2.12,2.63,-0.683727979660034,-2.2538845539093,-0.801387310028076,-0.813987374305725,-0.666681349277496,-0.667998254299164,2,10.0377089627561,7.2,44.37783,44.0147,55.6596336364746,34.239688873291,54.219108581543,44.0773,20.86,-10.4624569499061,93.3941654731166,-5.2955617416181,8.58179970762808,6.93023397,56.43142222,4.89806895,94.81,107.09,1.81151,106.0475872019,24842000000,56753000000,178,356128167702.894,18.7,69.3
Palau,NA,NA,NA,NA,NA,NA,NA,1.00182437896729,1.19479954242706,0.509996652603149,1.12343680858612,0.23295870423317,0.106942422688007,10,22.9564406589098,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.8034398034398,NA,2.55117035,16.68333626,17.15701103,NA,NA,NA,70.1801096407,13790000,151941000,NA,284900000,NA,100
Panama,3.33,3.6,3.4,3.13,3.28,2.87,3.31,-0.159152254462242,0.252037286758423,-0.610022246837616,0.558176338672638,0.0126904994249344,0.385193198919296,8,10.0868321387973,73.7,NA,NA,NA,NA,NA,NA,48.82,NA,NA,-7.88474360019231,NA,0.08308023,35.70438766,19.895504,113.18,107.68,NA,101.1679193954,14751987604.66,23959388839.15,47,67294169234.6291,25.4,92.9
Papua New Guinea,1.88,2.44,2.26,1.97,2.17,2.32,2.15,-0.764962136745453,-0.656307816505432,-0.868210077285767,0.0635633021593094,-0.65572988986969,-0.528640508651733,9,NA,7,NA,NA,NA,40.085090637207,NA,NA,NA,NA,NA,13.630270051938,NA,19.96677589,9.6264677,7.94931364,101.94,102.71,NA,124.4967580898,9809410251.5412,3804701344.28935,199,24109780113.2307,58.9,56.4
Paraguay,2.72,3.45,2.61,2.55,2.78,2.64,2.69,-0.602721273899078,-0.0868015140295029,-0.870616137981415,0.0319394469261169,-0.604826033115387,-0.0895191580057144,1,8.51893923193412,24.5,NA,NA,NA,NA,NA,NA,54.99,1.63722344694689,75.580691757721,-0.241944861323747,36.8532235364499,0.06466379,43.87631607,14.71026611,111.5,110.22,NA,108.2042223859,13181644590.3049,12608588660,70,40225448651.3062,38.8,97.7
Peru,2.42,3.45,2.55,2.28,2.69,2.53,2.84,-0.566928744316101,-0.276951968669891,-0.597704648971558,0.215548977255821,-0.32370787858963,0.443382769823074,7,11.3941783907753,100,48.66198,49.10449,89.1649780273438,97.3554992675781,67.479362487793,17.38724,67.1,1.75289917275844,76.9359256849484,-1.1893149591628,25.1921846722472,0.19882652,29.40898895,14.91506672,112.46,110.94,2.4651,143.149581993,49066475807.7562,41865579926.4248,63,222597030191.041,24.2,93.7
Philippines,2.78,2.98,3.06,2.73,2.9,2.53,3.29,-0.564711272716522,-1.09619224071503,-0.576285362243652,0.021107655018568,0.0622235201299191,0.0287664085626602,1,11.1920718061376,12.4,NA,NA,109.831130981445,86.4065399169922,87.3530197143555,NA,44.18,-11.7361875523724,84.5856055108103,-2.5593930608875,30.2136053733275,0.31150675,50.4368515,7.36832047,102.76,101.66,NA,114.7222444733,51976749434.2426,102949246902.723,82,346841896890.489,6.4,NA
Poland,3.58,3.95,3.51,3.21,3.54,3.25,3.68,0.376462787389755,0.480340898036957,0.623056650161743,0.7101930975914,0.546931207180023,0.874214768409729,7,8.31583833661229,98.1,NA,NA,93.8408889770508,109.459831237793,83.0122528076172,NA,46.6,2.04556206283923,76.5043691388597,-1.92805511011961,52.7480289263233,0.05831454,20.79458046,10.82951164,93.26,102.97,NA,132.3646723773,242228000000,255468000000,2,588779850763.487,21.1,99.8
Portugal,3.71,4.13,3.72,3.25,3.64,3.17,3.83,1.10758209228516,1.11509525775909,0.806138753890991,1.17851006984711,1.18123805522919,0.874975383281708,2,14.143331391887,7.9,NA,NA,99.2478179931641,118.793411254883,80.8415374755859,NA,50.43,0.462677122134459,81.2468512427404,0.545501327249672,43.4457190264876,0.06990038,29.91726875,13.3130827,101.73,101.9,NA,124.1879869293,66409520953.0129,84823794507.3444,11,242313116577.963,30.2,99.9
Puerto Rico,NA,NA,NA,NA,NA,NA,NA,0.556203603744507,0.273657262325287,0.0021510876249522,0.472064346075058,-0.193019330501556,0.937738716602325,12,NA,100,NA,NA,88.1743011474609,94.1540985107422,87.1030197143555,NA,NA,13.9066602877828,72.5149344133854,NA,59.9538818579193,NA,NA,NA,100.53,96.77,NA,NA,NA,NA,18,100958100000,NA,NA
Qatar,3.42,3.7,3.56,3.38,3.47,3,3.75,0.704719603061676,0.649283885955811,0.692682802677155,-1.20660161972046,0.630387604236603,0.587529361248016,1,10.6236797484241,0,49.19254,48.8844,100.71346282959,101.613899230957,79.8244934082031,12.1676,57.63,20.0452773650276,39.2956223708568,9.08293669883969,55.9418631716143,0,10.34860992,8.67802334,122.68,140.41,NA,108.8924481677,84288461538.4615,33307142857.1429,6,183334953818.681,20.3,100
Romania,3.07,3.68,3.26,2.91,3.12,2.58,3.18,0.36751726269722,0.0362158752977848,-0.226688459515572,0.533273637294769,-0.17701081931591,0.406415402889252,9,8.83206879758597,55.7,NA,NA,87.9428329467773,86.5674591064453,90.2401123046875,NA,44.04,-3.38717571585303,80.0372365150576,-4.57678838002413,41.5417472926055,NA,19.45757103,12.72207546,132.87,118.69,NA,131.462906961,73050449612.881,91069099327.5172,11,243316050520.725,39.8,93.1
Russian Federation,2.75,3.31,2.65,2.78,2.76,2.42,2.64,-0.83245325088501,-0.538375675678253,-0.86911803483963,-1.07016456127167,-0.103585228323936,-0.562712371349335,9,11.8709786748031,88,NA,NA,100.545150756836,100.518127441406,99.234733581543,NA,53.19,10.0056132337522,68.0762976150015,6.9798987664776,30.7932568020743,NA,38.31166458,9.76066208,103.57,104.68,NA,130.0202976513,443914670000,248856860000,9,1657328764645.93,31,99.7
Rwanda,2.85,3.35,2.75,2.76,2.97,2.67,3.39,0.109598584473133,0.101642534136772,0.535657405853271,-1.14144146442413,0.0795299112796783,0.0339737758040428,11,20.6205088467776,20.1,54.13324,49.70078,88.7085037231445,41.3631286621094,54.8641586303711,59.50859,48.09,-13.5700612778889,92.1929622016849,-10.1157138642956,21.1110690658496,39.16656494,11.8659668,8.88277149,112.17,108.34,12.62865,164.4785353559,1129625985.6912,2284143923.01702,281,9636510839.30707,61.7,NA
Samoa,NA,NA,NA,NA,NA,NA,NA,0.912800967693329,1.13318884372711,0.647211670875549,0.782676994800568,0.622275352478027,-0.141316264867783,9,28.4323650940567,0,50.9479,48.00592,101.062477111816,NA,NA,NA,NA,-15.0036120222365,81.00031946192,2.68908512009166,31.9656782036393,8.76984024,12.66482162,12.32134342,81.42,79.43,0.83014,78.2327586143,42250904.8059903,332778010.638447,58,878448439.453724,NA,NA
San Marino,NA,NA,NA,NA,NA,NA,NA,1.53662586212158,1.39100873470306,1.17916560173035,1.12343680858612,1.60316014289856,0.440543502569199,1,NA,0,44.14239,50.53004,92.7835083007812,56.9326095581055,91.8367309570312,6.93061,NA,23.7070389010477,55.6837743975383,NA,166.597497668983,NA,10.83579254,30.63489532,NA,NA,0,NA,1935279475.41884,1767055587.78855,NA,1655354303.82885,NA,NA
Sao Tome and Principe,2.65,3.01,2.78,2.33,2.65,2.71,2.42,-0.713534414768219,0.515797019004822,0.153065830469131,0.140056133270264,-0.783992767333984,-0.909116744995117,0,29.2119922018986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.2244974658076,NA,33.94940186,16.64463043,10.76263237,106.53,106.54,NA,141.7147152785,16027934.2965568,132861560.159811,149,412253809.728799,52.8,NA
Saudi Arabia,2.86,3.3,3.17,3.11,3.01,2.66,2.99,0.117317117750645,-0.660840630531311,0.32981076836586,-1.69134342670441,0.273761808872223,-0.0908822640776634,1,14.4632854580242,63.2,47.91336,49.49163,NA,NA,52.4733695983887,13.81495,17.41,12.4414370304748,61.4355054270047,8.50144572727181,37.1985133299637,0,15.89835358,11.04889965,139.54,126.72,1.13631,144.6195420168,294387200000,125637717333.333,17,846583785179.856,25.5,99.4
Senegal,2.11,2.52,2.11,2.22,2.25,2.17,2.36,-0.223899483680725,-0.107445858418941,-0.0468400530517101,0.221032723784447,-0.329337120056152,-0.147642567753792,6,21.0437172546777,2.7,51.95345,52.52478,NA,NA,NA,36.31817,36.33,-15.8916565226568,83.2437155814328,-9.58292426299193,22.9490914783308,20.39443207,48.3353653,4.96152687,166.09,152.97,3.50515,138.7326986959,3866092163.397,7262295292.38976,277,23116701539.5646,59.2,74.2
Serbia,2.7,3.33,2.79,2.6,2.84,2.6,2.97,-0.170304462313652,0.00522133428603411,-0.396321564912796,-0.0149717060849071,0.0746255144476891,0.0996957719326019,6,NA,100,50.34035,48.44485,97.0723266601562,95.4091262817383,86.2891082763672,14.2927,40.29,-8.62574311558905,85.9707547441694,-4.85596390301231,50.4345612977047,0.68446821,38.31092453,12.44849491,107.24,107.77,0.54218,143.7356116859,17829784590.1915,23812911198.0106,11,50640662859.4987,16.2,NA
Seychelles,NA,NA,NA,NA,NA,NA,NA,0.281118184328079,0.673826813697815,0.860554039478302,0.192555248737335,0.633342146873474,0.019313707947731,2,20.3544780116514,0,51.02428,50.14042,105.049087524414,80.7223815917969,88.8888931274414,14.48826,64.3,-13.0555567238486,57.6460196926463,-2.63108670660881,97.8178448525991,0.38001379,24.18397331,10.17943954,103.1,103.16,NA,137.2403803501,572651572.85861,1188055467.6518,4,1587813245.28225,NA,NA
Sierra Leone,2,2.34,2.27,1.82,2.08,1.82,2.18,-0.796907842159271,-0.088885597884655,-0.511336386203766,-0.182075321674347,-1.19094169139862,-0.918371915817261,5,32.2868033846246,0,48.89337,50.85221,82.0191421508789,NA,29.6435508728027,27.52246,50.45,-21.7612333258358,106.932862377515,-17.0804954704907,17.4673004044489,28.87133408,60.98888779,3.59921885,88.77,88.63,1.4941,108.2583645839,658789368.300297,1209796836.61156,460,4085114542.06831,60.7,NA
Singapore,4.1,4.32,4.08,4.06,4,3.89,3.58,1.80267703533173,1.46800899505615,2.13455390930176,-0.0767669156193733,2.23167037963867,2.12173795700073,8,3.62218440864235,60.9,NA,NA,100.025909423828,105.323432922363,80.4958877563477,NA,57.76,29.5035147915538,44.4667852493246,15.7165300054649,177.350436934209,0,29.07070541,14.53986549,106.15,112.51,NA,117.4545156891,460886044198.416,356448730701.033,7,376869585632.115,8.5,99.6
Sint Maarten (Dutch part),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.7577756833176,96.6069745523091,6.29895344816211,67.4835061262959,NA,NA,NA,NA,NA,NA,NA,148350977.843575,919495717.122905,NA,1185474860.3352,NA,NA
Slovak Republic,3.14,3.14,2.99,3,3.03,2.79,3.1,0.47263640165329,0.736512184143066,0.230566427111626,0.847073376178741,0.581503808498383,0.798312306404114,7,5.55426929974844,80.7,NA,NA,92.8151473999023,92.4617462158203,90.3377990722656,NA,48.64,1.8676725827592,74.7802253967087,-2.16037452012609,95.8358511444373,NA,18.90781784,13.32605553,96.79,97.9,NA,124.3250981287,88704254574.099,88955987448.3287,5,106137924015.591,12.3,98
Slovenia,3.05,3.7,3.27,3.26,3.31,3.42,3.19,1.02418792247772,0.894077658653259,0.836427569389343,0.97007554769516,1.08230376243591,0.642297327518463,3,7.71495133858127,0,NA,NA,98.6363220214844,114.688491821289,NA,NA,50.69,8.44294936279804,70.2484635329533,5.88236901605852,84.7926764008035,NA,11.98157787,13.77989006,101.33,102.6,NA,138.4303502996,36376509125.4317,34865344808.7471,4,54177882425.8421,10.2,NA
Solomon Islands,2.73,3.12,2.37,2.21,2.57,2.77,2.2,-0.201933979988098,0.354402095079422,-0.0343346484005451,0.369325041770935,-0.900794625282288,-0.847762167453766,10,22.1945814666512,3.4,49.06784,48.28793,88.9737396240234,NA,44.3480415344238,25.41046,NA,-4.24654934884768,86.1252734080065,-2.95981141034523,42.1250947423813,17.78619957,3.70020819,7.68985891,103.96,101.26,5.26037,142.1355091638,535980418.210565,529444049.018945,127,1615478421.45974,NA,NA
Somalia,2.3,2.2,2.23,1.81,2.21,2,2.61,-2.29871559143066,-2.24898767471313,-1.78541624546051,-1.84629285335541,-2.21182322502136,-2.08894062042236,0,NA,0,NA,NA,NA,NA,NA,NA,NA,-68.3572404371925,153.551912568383,NA,19.1086065573971,NA,NA,NA,104.66,98.14,NA,109.0909090909,NA,NA,651,5856000006.22021,50.3,NA
South Africa,3.19,3.74,3.41,3.19,3.38,3.17,3.51,-0.221448287367821,-0.237621992826462,-0.136328086256981,0.637540757656097,0.103732906281948,-0.0407781675457954,5,7.07452786511397,67.3,NA,NA,99.2211227416992,113.355888366699,NA,NA,38.22,0.497568839522171,83.3139803090939,-3.00869958461686,27.5626402113948,1.13865542,5.82835293,15.28983974,111.91,104.32,NA,116.009504764,94289618799.4034,92419622905.5952,125,404158882459.024,66.4,NA
South Sudan,NA,NA,NA,NA,NA,NA,NA,-1.98611116409302,-2.43455958366394,-1.74286258220673,-1.98860204219818,-2.3204345703125,-2.03582668304443,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.0382483224269,NA,62.53280258,21.71473312,2.10620522,100.9,101.95,NA,NA,2946370000,2053100000,1275,NA,61.2,NA
Spain,3.8,4.06,3.83,3.84,3.83,3.62,3.83,0.978212118148804,0.275779157876968,0.612849295139313,1.02965259552002,0.969287812709808,0.93815416097641,5,10.7663175783528,15.7,NA,NA,96.2591018676758,120.827651977539,76.9732284545898,NA,43.5,2.71518508396747,76.8170524953504,1.8626648318715,35.1450626692993,NA,22.24430466,15.1582756,121.45,117.74,NA,122.8432341491,344006673513.251,378523505613.846,4,1421702715218.01,18.1,99.9
Sri Lanka,2.42,2.79,2.79,2.49,2.6,2.58,2.51,-0.000408620457164943,-0.139389723539352,-0.35246741771698,-0.00806798506528139,-0.256534099578857,-0.217681854963303,2,NA,46.5,51.37066,49.23393,NA,99.4162216186523,87.6985321044922,21.73735,31.18,-6.91689952295102,68.8601247506113,-2.9621530216927,21.4462486145463,1.49495602,46.81987,9.48533821,99.37,105,NA,112.735030542,11889634107.4538,22232726808.6915,30,94493871351.4217,30.7,NA
St. Kitts and Nevis,NA,NA,NA,NA,NA,NA,NA,0.519412875175476,0.677222847938538,0.410901546478271,0.863463044166565,0.498739510774612,0.498641639947891,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.18628717781831,NA,0,49.38157272,6.28038406,106.26,97.24,NA,97.8808664555,26504735.6777778,354965145.011054,NA,1076922222.22222,NA,100
St. Lucia,NA,NA,NA,NA,NA,NA,NA,0.631884336471558,0.993263125419617,0.560043096542358,0.851036548614502,0.330404460430145,0.337109506130219,5,25.3671373347093,0,50.14157,49.61572,89.882942199707,90.6829376220703,86.9080810546875,14.73909,51.16,NA,NA,1.39371185797369,NA,0.46817547,49.13457489,8.52896118,104.21,103.29,2.20924,34.498172596,70370875.8074074,579723508.711111,61,2057074074.07407,NA,100
St. Martin (French part),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,NA,NA,NA,NA,NA,NA,NA,0.444380104541779,0.822919726371765,0.743708729743958,0.855020403862,0.330404460430145,0.304560840129852,5,26.2867992398116,0,48.91925,49.34839,124.142478942871,NA,83.9694671630859,14.39258,NA,NA,NA,-10.2858722502117,NA,0.3945052,28.94148254,10.19225788,102.54,101.87,1.27437,95.4076728186,46258274.262963,311755232.625926,60,884328180.526933,NA,NA
Sudan,2.51,2.62,2.51,2.18,2.43,2.14,2.58,-1.13887703418732,-1.82177793979645,-1.45669090747833,-1.84886014461517,-1.62895309925079,-1.6440646648407,5,NA,3.1,NA,NA,64.2929382324219,48.748851776123,NA,NA,NA,-6.56751475810442,96.7289178655397,-14.4693934170139,7.65020198466392,6.40590143,66.95339966,6.17103291,131.5,117.6,NA,109.7608370391,3484681534.2682,7065072571.331,293,32333780383.2924,47.4,NA
Suriname,NA,NA,NA,NA,NA,NA,NA,-0.0880336835980415,0.0581610128283501,-0.24039500951767,0.296661525964737,-0.686438202857971,-0.668974459171295,2,14.0527913926207,0,NA,48.1371,82.5350036621094,NA,95.132568359375,13.39335,NA,NA,NA,-2.97065434521441,NA,1.31465459,18.42653656,17.44913864,95.88,97.94,13.57196,131.9343339398,2065103326.61782,1402852987.32789,98,3996198760.32389,44.9,98.4
Sweden,3.98,4.28,3.88,4.24,4.05,4.05,3.92,1.78393721580505,0.921225249767303,2.10926389694214,1.58029925823212,1.67112922668457,1.82550489902496,7,10.3896407998445,100,NA,NA,99.533447265625,147.598724365234,81.8741073608398,NA,66.23,2.23492462988054,71.7566782221342,2.46545914026436,45.6830615126713,NA,13.95882416,18.6120472,64.14,84.16,NA,118.5289154834,180750217560.149,169594370594.464,5,555455371487.089,29.9,NA
Switzerland,3.97,4.24,4.1,4.02,3.9,3.63,3.51,1.88787722587585,1.31924939155579,1.96951818466187,1.59192168712616,1.99700856208801,1.7912358045578,6,4.5395306678285,25.4,NA,NA,95.4034194946289,102.257682800293,83.2639617919922,NA,59.7,10.5278678805919,63.7376788873769,5.04996129219345,67.4781861031999,0,27.98195267,10.92744064,107.56,101.65,NA,NA,345951379878.852,273434857377.675,7,725562534363.895,27.4,NA
Syrian Arab Republic,2.29,2.44,2.37,2.51,2.3,1.82,2.37,-2.05405068397522,-2.73627853393555,-1.64808285236359,-1.96835124492645,-1.70233058929443,-1.75966858863831,1,NA,0,NA,NA,NA,NA,NA,NA,NA,-20.8250436892641,111.794718335108,NA,14.9170277126093,NA,NA,NA,107.35,98.55,NA,71.2087168427,NA,NA,31,21496337967.8677,36.2,NA
Tajikistan,2.33,2.95,2.33,2.17,2.34,1.92,2.31,-1.30321049690247,-0.74773895740509,-1.42829370498657,-1.69865822792053,-1.16391563415527,-1.10057985782623,1,19.5463551344649,44.9,NA,NA,NA,NA,NA,NA,NA,-27.0951544627578,87.6359429883815,-4.88966445327183,14.3754784742862,4.33836746,68.41996002,6.14373875,119.26,131.7,NA,120.5142600049,874037946,2763576664.14957,17,7765000282.29397,48.1,NA
Tanzania,NA,NA,NA,NA,NA,NA,NA,-0.572451293468475,-0.580516219139099,-0.47571074962616,-0.380436807870865,-0.779425084590912,-0.640993356704712,5,7.24022427153078,6,50.96924,50.09162,70.6413269042969,29.4335899353027,50.3632888793945,50.63304,NA,-3.16432311803146,67.9907616501091,-3.96874288323349,14.7391433931711,40.82847214,20.83638191,9.41473198,103.51,107.75,1.70771,83.6125338834,4292715311.50001,8483088863.40684,267,57003686049.4102,61.7,NA
Thailand,3.41,3.81,3.47,3.14,3.41,3.14,3.46,-0.00407756073400378,-0.799434542655945,-0.458018720149994,-1.01793563365936,0.254473984241486,-0.0440966561436653,7,5.99558842485145,60.2,49.24744,48.52339,98.1389007568359,118.177230834961,NA,16.63844,59.21,8.83432906768032,65.0624799101808,5.61986310131392,64.838096899332,0.14835918,10.11109638,14.42072296,106.34,104.16,0.81376,118.0334347122,251108126950.718,228720468284.818,29,506754212432.991,43,NA
Timor-Leste,NA,NA,NA,NA,NA,NA,NA,-1.13863778114319,0.233176738023758,-0.505638003349304,0.321847468614578,-0.936158120632172,-0.792416214942932,0,NA,0,52.26092,48.2605,105.137954711914,88.2067489624023,41.3080291748047,26.94886,NA,-58.6583283878595,122.923682701298,-12.2225630678472,2.91672440204953,28.10083389,10.1566391,4.62115145,95.38,92.38,11.17579,NA,24603795.868421,613171713.09193,249,1563887900,31.1,NA
Togo,2.25,2.88,2.45,2.23,2.45,2.31,2.52,-0.619138240814209,-0.886004209518433,-0.749031722545624,-0.758381545543671,-1.09365093708038,-0.70613569021225,6,17.4032541054026,0.4,42.72158,48.95802,87.9843521118164,NA,16.5595397949219,40.14504,NA,-8.66716866833715,89.5181504043998,-2.62976035461545,24.644391572992,9.6432972,65.57926941,5.4890213,109.04,106.41,7.43678,106.9106900491,1081014485.95341,1863487912.20109,435,7029217931.75029,64,NA
Tonga,NA,NA,NA,NA,NA,NA,NA,0.426162242889404,0.833516359329224,-0.0709535777568817,0.654241681098938,0.191767975687981,-0.362755715847015,10,NA,23.3,NA,NA,NA,NA,75.6722183227539,NA,41.5,-44.7707159346458,116.532470099463,-6.31306812424978,21.4120288357904,23.54791641,5.64390707,8.06625938,96.04,96.91,NA,73.204903692,14317715.7554275,216864500.800825,84,488906860.874058,NA,NA
Trinidad and Tobago,2.27,2.53,2.27,2.38,2.42,2.42,2.59,-0.169320344924927,0.230616614222527,-0.37933874130249,0.546445190906525,0.206865146756172,-0.131842151284218,7,12.6009337081363,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68456334036914,NA,0.01206123,44.8896904,10.66987896,106.93,109.48,NA,97.9921845925,10755630448.1002,6617224457.98824,28,24322359037.409,52.3,NA
Tunisia,2.3,3.24,2.86,2.1,2.57,2.38,2.5,0.0534470789134502,-0.868218719959259,-0.113984152674675,0.191849708557129,-0.00628353748470545,-0.494956314563751,3,10.4735011534641,0,53.07614,48.02835,NA,NA,63.9748382568359,16.87168,NA,-12.9003279181842,89.9367617968677,-10.8157241415934,45.4857481712255,0.4897238,41.9162674,10.87760544,119.02,113.37,NA,110.3832746696,15563609802.7857,21608115255.7741,39,42686509835.5287,46.3,99.5
